package|author|rank.a|rank.m|n.roles|total.authors|total.roles|total.extra|total.extra2|cph
Signac|Avi Srivastava|2|NA|1|4|6|0|0|0
Signac|Paul Hoffman|3|NA|1|4|6|0|0|0
Signac|Rahul Satija|4|NA|1|4|6|0|0|0
skewlmm|Fernanda L. Schumacher|1|1|3|3|5|0|0|0
skewlmm|Larissa A. Matos|2|NA|1|3|5|0|0|0
skewlmm|Victor H. Lachos|3|NA|1|3|5|0|0|0
swissdd|Thomas Lo Russo|1|1|3|2|4|0|0|0
swissdd|Thomas Willi|2|NA|1|2|4|0|0|0
wrapr|John Mount|1|1|3|3|5|0|0|0
wrapr|Nina Zumel|2|NA|1|3|5|0|0|0
wrapr|Win-Vector LLC|3|NA|1|3|5|0|0|1
yorkr|Tinniam V Ganesh|1|1|2|1|2|0|0|0
agriwater|Cesar de Oliveira Ferreira Silva|1|1|2|3|4|0|0|0
agriwater|Antonio Heriberto de Castro Teixeira|2|NA|1|3|4|0|0|0
agriwater|Rodrigo Lilla Manzione|3|NA|1|3|4|0|0|0
anndata|Philipp Angerer|1|NA|1|5|9|0|0|0
anndata|Alex Wolf|2|NA|1|5|9|0|0|0
anndata|Isaac Virshup|3|NA|1|5|9|0|0|0
anndata|Sergei Rybakov|4|NA|1|5|9|0|0|0
anndata|Robrecht Cannoodt|5|1|5|5|9|0|0|1
backbone|Rachel Domagalski|1|1|3|3|5|0|0|0
backbone|Zachary Neal|2|NA|1|3|5|0|0|0
backbone|Bruce Sagan|3|NA|1|3|5|0|0|0
bccp|Mahdi Teimouri|1|1|2|1|2|0|0|0
BFpack|Joris Mulder|1|1|3|23|30|0|0|0
BFpack|Caspar van Lissa|2|NA|2|23|30|0|0|0
BFpack|Donald R. Williams|3|NA|2|23|30|0|0|0
BFpack|Xin Gu|4|NA|1|23|30|0|0|0
BFpack|Anton Olsson-Collentine|5|NA|2|23|30|0|0|0
BFpack|Florian Boeing-Messing|6|NA|2|23|30|0|0|0
BFpack|Jean-Paul Fox|7|NA|2|23|30|0|0|0
BFpack|Janosch Menke|8|NA|1|23|30|0|0|0
BFpack|Robbie van Aert|9|NA|1|23|30|0|0|0
BFpack|Barry Brown|10|NA|1|23|30|0|0|0
BFpack|James Lovato|11|NA|1|23|30|0|0|0
BFpack|Kathy Russell|12|NA|1|23|30|0|0|0
BFpack|Lapack 3.8|13|NA|1|23|30|0|0|0
BFpack|Jack Dongarra|14|NA|1|23|30|0|0|0
BFpack|Jim Bunch|15|NA|1|23|30|0|0|0
BFpack|Cleve Moler|16|NA|1|23|30|0|0|0
BFpack|Gilbert Stewart|17|NA|1|23|30|0|0|0
BFpack|John Burkandt|18|NA|1|23|30|0|0|0
BFpack|Ashwith Rego|19|NA|1|23|30|0|0|0
BFpack|Alexander Godunov|20|NA|1|23|30|0|0|0
BFpack|Alan Miller|21|NA|1|23|30|0|0|0
BFpack|Jean-Pierre Moreau|22|NA|1|23|30|0|0|0
BFpack|The R Core Team|23|NA|1|23|30|0|0|1
bigparallelr|Florian Privé|1|1|3|1|3|0|0|0
bootSVD|Aaron Fisher|1|1|2|1|2|0|0|0
censo2017|Mauricio Vargas|1|1|3|3|5|0|0|0
censo2017|Juan Correa|2|NA|1|3|5|0|0|0
censo2017|Instituto Nacional de Estadisticas|3|NA|1|3|5|0|0|0
cfdecomp|Maarten Jacob Bijlsma|1|1|3|3|5|0|0|0
cfdecomp|Nikkil Sudharsanan|2|NA|1|3|5|0|0|0
cfdecomp|Peng Li|3|NA|1|3|5|0|0|0
CompAREdesign|Marta Bofill Roig|1|1|3|3|5|0|0|0
CompAREdesign|Jordi Cortes Martinez|2|NA|1|3|5|0|0|0
CompAREdesign|Guadalupe Gomez Melis|3|NA|1|3|5|0|0|0
crplyr|Greg Freedman Ellis|1|1|3|5|7|0|0|0
crplyr|Jonathan Keane|2|NA|1|5|7|0|0|0
crplyr|Neal Richardson|3|NA|1|5|7|0|0|0
crplyr|Mike Malecki|4|NA|1|5|7|0|0|0
crplyr|Gordon Shotwell|5|NA|1|5|7|0|0|0
crs|Jeffrey S. Racine|1|1|3|3|5|0|0|0
crs|Zhenghua Nie|2|NA|1|3|5|0|0|0
crs|Brian D. Ripley|3|NA|1|3|5|0|0|0
crunch|Greg Freedman Ellis|1|1|3|5|7|0|0|0
crunch|Jonathan Keane|2|NA|1|5|7|0|0|0
crunch|Mike Malecki|3|NA|1|5|7|0|0|0
crunch|Neal Richardson|4|NA|1|5|7|0|0|0
crunch|Gordon Shotwell|5|NA|1|5|7|0|0|0
ctqr|Paolo Frumento|1|1|2|1|2|0|0|0
dataquieR|Adrian Richter|1|NA|1|3|5|0|0|0
dataquieR|Carsten Oliver Schmidt|2|NA|1|3|5|0|0|0
dataquieR|Stephan Struckmann|3|1|3|3|5|0|0|0
DiceOptim|Victor Picheny|1|1|3|6|8|0|0|0
DiceOptim|David Ginsbourger Green|2|NA|1|6|8|0|0|0
DiceOptim|Olivier Roustant|3|NA|1|6|8|0|0|0
DiceOptim|Mickael Binois|4|NA|1|6|8|0|0|0
DiceOptim|Sebastien Marmin|5|NA|1|6|8|0|0|0
DiceOptim|Tobias Wagner|6|NA|1|6|8|0|0|0
diseq|Pantelis Karapanagiotis|1|1|3|1|3|0|0|0
distributional|Mitchell O'Hara-Wild|1|1|3|4|6|0|0|0
distributional|Earo Wang|2|NA|1|4|6|0|0|0
distributional|Matthew Kay|3|NA|1|4|6|0|0|0
distributional|Alex Hayes|4|NA|1|4|6|0|0|0
dplyr|Hadley Wickham|1|1|3|5|8|0|0|0
dplyr|Romain François|2|NA|1|5|8|0|0|0
dplyr|Lionel Henry|3|NA|1|5|8|0|0|0
dplyr|Kirill Müller|4|NA|1|5|8|0|0|0
dplyr|RStudio|5|NA|2|5|8|0|0|1
DSAIDE|Andreas Handel|1|1|3|10|12|0|0|0
DSAIDE|Cody Dailey|2|NA|1|10|12|0|0|0
DSAIDE|Isaac Chun-Hai Fung|3|NA|1|10|12|0|0|0
DSAIDE|Spencer Hall|4|NA|1|10|12|0|0|0
DSAIDE|Ben Listyg|5|NA|1|10|12|0|0|0
DSAIDE|Brian McKay|6|NA|1|10|12|0|0|0
DSAIDE|John Rossow|7|NA|1|10|12|0|0|0
DSAIDE|Sina Solaimanpour|8|NA|1|10|12|0|0|0
DSAIDE|Alexis Vittengl|9|NA|1|10|12|0|0|0
DSAIDE|Henok Woldu|10|NA|1|10|12|0|0|0
duckdb|Hannes Mühleisen|1|1|3|20|22|0|0|0
duckdb|Mark Raasveldt|2|NA|1|20|22|0|0|0
duckdb|DuckDB Contributors|3|NA|1|20|22|0|0|0
duckdb|Apache Software Foundation|4|NA|1|20|22|0|0|1
duckdb|PostgreSQL Global Development Group|5|NA|1|20|22|0|0|1
duckdb|The Regents of the University of California|6|NA|1|20|22|0|0|1
duckdb|Cameron Desrochers|7|NA|1|20|22|0|0|1
duckdb|Victor Zverovich|8|NA|1|20|22|0|0|1
duckdb|RAD Game Tools|9|NA|1|20|22|0|0|1
duckdb|Valve Software|10|NA|1|20|22|0|0|1
duckdb|Rich Geldreich|11|NA|1|20|22|0|0|1
duckdb|Tenacious Software LLC|12|NA|1|20|22|0|0|1
duckdb|The RE2 Authors|13|NA|1|20|22|0|0|1
duckdb|Google Inc|14|NA|1|20|22|0|0|1
duckdb|Facebook Inc|15|NA|1|20|22|0|0|1
duckdb|Steven G. Johnson|16|NA|1|20|22|0|0|1
duckdb|Jiahao Chen|17|NA|1|20|22|0|0|1
duckdb|Tony Kelman|18|NA|1|20|22|0|0|1
duckdb|Jonas Fonseca|19|NA|1|20|22|0|0|1
duckdb|Lukas Fittl|20|NA|1|20|22|0|0|1
enrichR|Wajid Jawaid|1|1|3|1|3|0|0|0
envi|Ian D. Buller|1|1|4|3|7|0|0|1
envi|Lance A. Waller|2|NA|2|3|7|0|0|0
envi|Emory University|3|NA|1|3|7|0|0|1
fctbases|Niels Olsen|1|1|2|1|2|0|0|0
geostats|Pieter Vermeesch|1|1|3|1|3|0|0|0
ggmsa|Guangchuang Yu|1|1|3|3|5|0|0|0
ggmsa|Lang Zhou|2|NA|1|3|5|0|0|0
ggmsa|Huina Huang|3|NA|1|3|5|0|0|0
gpindex|Steve Martin|1|1|4|1|4|0|0|1
heatmaply|Tal Galili|1|1|4|4|7|0|0|1
heatmaply|Alan O'Callaghan|2|NA|1|4|7|0|0|0
heatmaply|Jonathan Sidi|3|NA|1|4|7|0|0|0
heatmaply|Yoav Benjamini|4|NA|1|4|7|0|0|0
komaletter|Robert Nuske|1|1|3|3|5|0|0|0
komaletter|Dirk Eddelbuettel|2|NA|1|3|5|0|0|0
komaletter|Aaron Wolen|3|NA|1|3|5|0|0|0
koRpus|Meik Michalke|1|1|3|5|7|0|0|0
koRpus|Earl Brown|2|NA|1|5|7|0|0|0
koRpus|Alberto Mirisola|3|NA|1|5|7|0|0|0
koRpus|Alexandre Brulet|4|NA|1|5|7|0|0|0
koRpus|Laura Hauser|5|NA|1|5|7|0|0|0
LDlinkR|Timothy A. Myers|1|1|3|3|5|0|0|0
LDlinkR|Stephen J. Chanock|2|NA|1|3|5|0|0|0
LDlinkR|Mitchell J. Machiela|3|NA|1|3|5|0|0|0
lmeInfo|James Pustejovsky|1|NA|1|2|4|0|0|0
lmeInfo|Man Chen|2|1|3|2|4|0|0|0
mgm|Jonas Haslbeck|1|1|2|1|2|0|0|0
modello|Filippo Monari|1|1|3|1|3|0|0|0
Mqrcm|Paolo Frumento|1|1|2|1|2|0|0|0
MSEtool|Adrian Hordyk|1|1|3|4|6|0|0|0
MSEtool|Quang Huynh|2|NA|1|4|6|0|0|0
MSEtool|Tom Carruthers|3|NA|1|4|6|0|0|0
MSEtool|Chris Grandin|4|NA|1|4|6|0|0|0
multiApply|BSC-CNS|1|NA|2|4|6|0|0|1
multiApply|Nicolau Manubens|2|NA|1|4|6|0|0|0
multiApply|Alasdair Hunter|3|NA|1|4|6|0|0|0
multiApply|Nuria Perez|4|1|2|4|6|0|0|0
NHSDataDictionaRy|Gary Hutson|1|1|2|1|2|0|0|0
NlinTS|Youssef Hmamouche|1|1|3|1|3|0|0|0
precrec|Takaya Saito|1|1|3|2|4|0|0|0
precrec|Marc Rehmsmeier|2|NA|1|2|4|0|0|0
psychrolib|Hongyuan Jia|1|1|3|3|6|0|0|0
psychrolib|The PsychroLib Contributors|2|NA|2|3|6|0|0|1
psychrolib|ASHRAE|3|NA|1|3|6|0|0|1
qrcm|Paolo Frumento|1|1|2|1|2|0|0|0
RALSA|Plamen V. Mirazchiyski|1|1|3|2|4|0|0|0
RALSA|INERI|2|NA|1|2|4|0|0|0
RcppThread|Thomas Nagler|1|1|3|1|3|0|0|0
REDCapExporter|Peter DeWitt|1|1|3|1|3|0|0|0
ritis|Scott Chamberlain|1|1|3|2|4|0|0|0
ritis|rOpenSci|2|NA|1|2|4|0|0|0
SAMtool|Quang Huynh|1|1|3|3|5|0|0|0
SAMtool|Tom Carruthers|2|NA|1|3|5|0|0|0
SAMtool|Adrian Hordyk|3|NA|1|3|5|0|0|0
shinyPredict|Jari Haukka|1|1|3|1|3|0|0|0
SUMMER|Zehang R Li|1|1|3|8|10|0|0|0
SUMMER|Bryan D Martin|2|NA|1|8|10|0|0|0
SUMMER|Yuan Hsiao|3|NA|1|8|10|0|0|0
SUMMER|Jessica Godwin|4|NA|1|8|10|0|0|0
SUMMER|Jon Wakefield|5|NA|1|8|10|0|0|0
SUMMER|Samuel J Clark|6|NA|1|8|10|0|0|0
SUMMER|Geir-Arne Fuglstad|7|NA|1|8|10|0|0|0
SUMMER|Andrea Riebler|8|NA|1|8|10|0|0|0
tarchetypes|William Michael Landau|1|1|3|4|6|0|0|0
tarchetypes|Samantha Oliver|2|NA|1|4|6|0|0|0
tarchetypes|Tristan Mahr|3|NA|1|4|6|0|0|0
tarchetypes|Eli Lilly and Company|4|NA|1|4|6|0|0|1
ubms|Ken Kellner|1|1|3|1|3|0|0|0
UComp|Diego J. Pedregal|1|1|3|1|3|0|0|0
ufs|Gjalt-Jorn Peters|1|1|3|2|4|0|0|0
ufs|Stefan Gruijters|2|NA|1|2|4|0|0|0
vegperiod|Robert Nuske|1|1|3|1|3|0|0|0
vitae|Mitchell O'Hara-Wild|1|1|3|5|7|0|0|0
vitae|Rob Hyndman|2|NA|1|5|7|0|0|0
vitae|Yihui Xie|3|NA|1|5|7|0|0|0
vitae|Albert Krewinkel|4|NA|1|5|7|0|0|1
vitae|JooYoung Seo|5|NA|1|5|7|0|0|0
WeightIt|Noah Greifer|1|1|3|1|3|0|0|0
worcs|Caspar J. van Lissa|1|1|3|3|5|0|0|0
worcs|Aaron Peikert|2|NA|1|3|5|0|0|0
worcs|Andreas M. Brandmaier|3|NA|1|3|5|0|0|0
adept|Marta Karas|1|1|3|5|7|0|0|0
adept|Jacek Urbanek|2|NA|1|5|7|0|0|0
adept|Ciprian Crainiceanu|3|NA|1|5|7|0|0|0
adept|John Muschelli|4|NA|1|5|7|0|0|0
adept|Adi Gherman|5|NA|1|5|7|0|0|0
airGRteaching|Olivier Delaigue|1|1|3|4|6|0|0|0
airGRteaching|Laurent Coron|2|NA|1|4|6|0|0|0
airGRteaching|Pierre Brigode|3|NA|1|4|6|0|0|0
airGRteaching|Guillaume Thirel|4|NA|1|4|6|0|0|0
BET|Wan Zhang|1|1|3|4|6|0|0|0
BET|Zhigen Zhao|2|NA|1|4|6|0|0|0
BET|Michael Baiocchi|3|NA|1|4|6|0|0|0
BET|Kai Zhang|4|NA|1|4|6|0|0|0
ergmclust|Amal Agarwal|1|1|3|4|7|0|0|0
ergmclust|Kevin H. Lee|2|NA|1|4|7|0|0|0
ergmclust|Lingzhou Xue|3|NA|2|4|7|0|0|0
ergmclust|Anna Yinqi Zhang|4|NA|1|4|7|0|0|0
errorlocate|Edwin de Jonge|1|1|3|2|4|0|0|0
errorlocate|Mark van der Loo|2|NA|1|2|4|0|0|0
flextable|David Gohel|1|1|3|7|9|0|0|0
flextable|Quentin Fazilleau|2|NA|1|7|9|0|0|0
flextable|Maxim Nazarov|3|NA|1|7|9|0|0|0
flextable|Titouan Robert|4|NA|1|7|9|0|0|0
flextable|Michael Barrowman|5|NA|1|7|9|0|0|0
flextable|Atsushi Yasumoto|6|NA|1|7|9|0|0|0
flextable|Paul Julian|7|NA|1|7|9|0|0|0
fmerPack|Yan Li|1|1|3|2|4|0|0|0
fmerPack|Kun Chen|2|NA|1|2|4|0|0|0
galvanizer|Jonathan Lin|1|1|3|1|3|0|0|0
grainchanger|Laura Graham|1|1|3|3|5|0|0|0
grainchanger|Felix Eigenbrod|2|NA|1|3|5|0|0|0
grainchanger|Marco Sciaini|3|NA|1|3|5|0|0|0
hereR|Merlin Unterfinger|1|1|3|2|4|0|0|0
hereR|Daniel Possenriede|2|NA|1|2|4|0|0|0
httptest|Neal Richardson|1|1|3|3|5|0|0|0
httptest|Jonathan Keane|2|NA|1|3|5|0|0|0
httptest|Maëlle Salmon|3|NA|1|3|5|0|0|0
kim|Jin Kim|1|1|3|1|3|0|0|0
moexer|Dmitry Zotikov|1|1|2|1|2|0|0|0
NMAoutlier|Maria Petropoulou|1|1|3|4|6|0|0|0
NMAoutlier|Guido Schwarzer|2|NA|1|4|6|0|0|0
NMAoutlier|Agapios Panos|3|NA|1|4|6|0|0|0
NMAoutlier|Dimitris Mavridis|4|NA|1|4|6|0|0|0
officedown|David Gohel|1|1|4|4|7|0|0|1
officedown|Institut für Qualitätssicherung und Transparenz im Gesundheitswesen|2|NA|1|4|7|0|0|0
officedown|Noam Ross|3|NA|1|4|7|0|0|0
officedown|ArData|4|NA|1|4|7|0|0|1
pch|Paolo Frumento|1|1|2|1|2|0|0|0
pixelpuzzle|Roland Krasser|1|1|3|1|3|0|0|0
PriceIndices|Jacek Białek|1|1|3|1|3|0|0|0
R6P|Harel Lustiger|1|1|3|2|5|0|0|0
R6P|Tidylab|2|NA|2|2|5|0|0|1
rasciidoc|Andreas Dominik Cullmann|1|1|3|1|3|0|0|0
RCT|Isidoro Garcia-Urquieta|1|1|3|1|3|0|0|0
Rd2md|Julian Busch|1|1|3|1|3|0|0|0
rumidas|Vincenzo Candila|1|1|3|1|3|0|0|0
sapevom|Raquel Coutinho|1|1|3|2|4|0|0|0
sapevom|Marcos dos Santos|2|NA|1|2|4|0|0|0
scam|Natalya Pya|1|1|2|1|2|0|0|0
spatstat.core|Adrian Baddeley|1|1|3|18|20|0|0|0
spatstat.core|Rolf Turner|2|NA|1|18|20|0|0|0
spatstat.core|Ege Rubak|3|NA|1|18|20|0|0|0
spatstat.core|Kasper Klitgaard Berthelsen|4|NA|1|18|20|0|0|0
spatstat.core|Ottmar Cronie|5|NA|1|18|20|0|0|0
spatstat.core|Tilman Davies|6|NA|1|18|20|0|0|0
spatstat.core|Julian Gilbey|7|NA|1|18|20|0|0|0
spatstat.core|Yongtao Guan|8|NA|1|18|20|0|0|0
spatstat.core|Ute Hahn|9|NA|1|18|20|0|0|0
spatstat.core|Kassel Hingee|10|NA|1|18|20|0|0|0
spatstat.core|Abdollah Jalilian|11|NA|1|18|20|0|0|0
spatstat.core|Marie-Colette van Lieshout|12|NA|1|18|20|0|0|0
spatstat.core|Greg McSwiggan|13|NA|1|18|20|0|0|0
spatstat.core|Tuomas Rajala|14|NA|1|18|20|0|0|0
spatstat.core|Suman Rakshit|15|NA|1|18|20|0|0|0
spatstat.core|Dominic Schuhmacher|16|NA|1|18|20|0|0|0
spatstat.core|Rasmus Plenge Waagepetersen|17|NA|1|18|20|0|0|0
spatstat.core|Hangsheng Wang|18|NA|1|18|20|0|0|0
SPUTNIK|Paolo Inglese|1|1|3|2|5|0|0|0
SPUTNIK|Goncalo Correia|2|NA|2|2|5|0|0|0
str2str|David Disabato|1|1|3|1|3|0|0|0
STV|John Emerson|1|1|3|8|10|0|0|0
STV|Saksham Chandra|2|NA|1|8|10|0|0|0
STV|Lilla Orr|3|NA|1|8|10|0|0|0
STV|Efim Abrikosov|4|NA|1|8|10|0|0|0
STV|Shadie Khubba|5|NA|1|8|10|0|0|0
STV|William Meyerson|6|NA|1|8|10|0|0|0
STV|Shylee Ezroni|7|NA|1|8|10|0|0|0
STV|Junchao Ma|8|NA|1|8|10|0|0|0
systemfonts|Thomas Lin Pedersen|1|1|3|4|6|0|0|0
systemfonts|Jeroen Ooms|2|NA|1|4|6|0|0|0
systemfonts|Devon Govett|3|NA|1|4|6|0|0|0
systemfonts|RStudio|4|NA|1|4|6|0|0|1
targets|William Michael Landau|1|1|3|5|7|0|0|0
targets|Matthew T. Warkentin|2|NA|1|5|7|0|0|0
targets|Samantha Oliver|3|NA|1|5|7|0|0|0
targets|Tristan Mahr|4|NA|1|5|7|0|0|0
targets|Eli Lilly and Company|5|NA|1|5|7|0|0|1
trelliscopejs|Ryan Hafen|1|1|3|2|4|0|0|0
trelliscopejs|Barret Schloerke|2|NA|1|2|4|0|0|0
VAM|H. Robert Frost|1|1|2|1|2|0|0|0
vroom|Jim Hester|1|1|3|7|10|0|0|0
vroom|Hadley Wickham|2|NA|1|7|10|0|0|0
vroom|https://github.com/mandreyel/|3|NA|1|7|10|0|0|1
vroom|R Core Team|4|NA|1|7|10|0|0|0
vroom|Jukka Jylänki|5|NA|1|7|10|0|0|1
vroom|Mikkel Jørgensen|6|NA|1|7|10|0|0|1
vroom|RStudio|7|NA|2|7|10|0|0|1
zipangu|Shinya Uryu|1|1|3|4|6|0|0|0
zipangu|Hiroaki Yutani|2|NA|1|4|6|0|0|0
zipangu|Kazuhiro Maeda|3|NA|1|4|6|0|0|0
zipangu|Mao Kobayashi|4|NA|1|4|6|0|0|0
ahptopsis2n|Raquel Coutinho|1|1|3|2|4|0|0|0
ahptopsis2n|Marcos dos Santos|2|NA|1|2|4|0|0|0
aoristic|Jerry Ratcliffe|1|1|2|1|2|0|0|0
betafunctions|Haakon Haakstad|1|1|2|1|2|0|0|0
BeviMed|Daniel Greene|1|1|2|3|4|0|0|0
BeviMed|Sylvia Richardson|2|NA|1|3|4|0|0|0
BeviMed|Ernest Turro|3|NA|1|3|4|0|0|0
biglasso|Yaohui Zeng|1|NA|2|3|6|0|0|0
biglasso|Chuyi Wang|2|1|3|3|6|0|0|0
biglasso|Patrick Breheny|3|NA|1|3|6|0|0|0
cli|Gábor Csárdi|1|1|3|4|6|0|0|0
cli|Hadley Wickham|2|NA|1|4|6|0|0|0
cli|Kirill Müller|3|NA|1|4|6|0|0|0
cli|RStudio|4|NA|1|4|6|0|0|1
cNORM|Wolfgang Lenhard|1|1|3|3|5|0|0|0
cNORM|Alexandra Lenhard|2|NA|1|3|5|0|0|0
cNORM|Sebastian Gary|3|NA|1|3|5|0|0|0
colourvision|Felipe M. Gawryszewski|1|NA|1|2|2|0|0|0
colourvision|Felipe Malheiros Gawrysewski|NA|1|1|2|2|0|0|0
comprehenr|Gregory Demin|1|1|3|1|3|0|0|0
COVIDIBGE|Gabriel Assuncao|1|1|3|3|5|0|0|0
COVIDIBGE|Luna Hidalgo|2|NA|1|3|5|0|0|0
COVIDIBGE|Douglas Braga|3|NA|1|3|5|0|0|0
diceR|Derek Chiu|1|1|3|3|6|0|0|0
diceR|Aline Talhouk|2|NA|1|3|6|0|0|0
diceR|Johnson Liu|3|NA|2|3|6|0|0|0
dodgr|Mark Padgham|1|1|3|6|8|0|0|0
dodgr|Andreas Petutschnig|2|NA|1|6|8|0|0|0
dodgr|Robin Lovelace|3|NA|1|6|8|0|0|0
dodgr|Andrew Smith|4|NA|1|6|8|0|0|0
dodgr|Malcolm Morgan|5|NA|1|6|8|0|0|0
dodgr|Shane Saunders|6|NA|1|6|8|0|0|1
dplR|Andy Bunn|1|1|5|14|25|0|0|1
dplR|Mikko Korpela|2|NA|3|14|25|0|0|1
dplR|Franco Biondi|3|NA|2|14|25|0|0|1
dplR|Filipe Campelo|4|NA|2|14|25|0|0|1
dplR|Pierre Mérian|5|NA|2|14|25|0|0|1
dplR|Fares Qeadan|6|NA|2|14|25|0|0|1
dplR|Christian Zang|7|NA|2|14|25|0|0|1
dplR|Allan Buras|8|NA|1|14|25|0|0|0
dplR|Jacob Cecile|9|NA|1|14|25|0|0|0
dplR|Manfred Mudelsee|10|NA|1|14|25|0|0|0
dplR|Michael Schulz|11|NA|1|14|25|0|0|0
dplR|Klesse Stefan|12|NA|1|14|25|0|0|0
dplR|Frank David|13|NA|1|14|25|0|0|0
dplR|Visser Ronald|14|NA|1|14|25|0|0|0
fishtree|Jonathan Chang|1|1|3|4|6|0|0|0
fishtree|Michael E Alfaro|2|NA|1|4|6|0|0|0
fishtree|Daniel L Rabosky|3|NA|1|4|6|0|0|0
fishtree|Stephen A Smith|4|NA|1|4|6|0|0|0
INLAMSM|Francisco Palmí-Perales|1|NA|1|3|5|0|0|0
INLAMSM|Virgilio Gómez-Rubio|2|1|3|3|5|0|0|0
INLAMSM|Miguel A. Martinez-Beneito|3|NA|1|3|5|0|0|0
modules|Sebastian Warnholz|1|1|3|1|3|0|0|0
nhanesA|Christopher J. Endres|1|1|2|1|2|0|0|0
PNSIBGE|Gabriel Assuncao|1|1|3|3|5|0|0|0
PNSIBGE|Luna Hidalgo|2|NA|1|3|5|0|0|0
PNSIBGE|Douglas Braga|3|NA|1|3|5|0|0|0
RandomForestsGLS|Arkajyoti Saha|1|1|3|3|5|0|0|0
RandomForestsGLS|Sumanta Basu|2|NA|1|3|5|0|0|0
RandomForestsGLS|Abhirup Datta|3|NA|1|3|5|0|0|0
randomForestSRC|Hemant Ishwaran|1|NA|1|2|3|0|0|0
randomForestSRC|Udaya B. Kogalur|2|1|2|2|3|0|0|0
rappdirs|Hadley Wickham|1|1|4|9|13|0|0|1
rappdirs|RStudio|2|NA|1|9|13|0|0|1
rappdirs|Sridhar Ratnakumar|3|NA|1|9|13|0|0|0
rappdirs|Trent Mick|4|NA|1|9|13|0|0|0
rappdirs|ActiveState|5|NA|1|9|13|0|0|1
rappdirs|Eddy Petrisor|6|NA|1|9|13|0|0|0
rappdirs|Trevor Davis|7|NA|2|9|13|0|0|0
rappdirs|Gabor Csardi|8|NA|1|9|13|0|0|0
rappdirs|Gregory Jefferis|9|NA|1|9|13|0|0|0
rcompanion|Salvatore Mangiafico|1|1|3|1|3|0|0|0
robustlmm|Manuel Koller|1|1|2|1|2|0|0|0
rTRNG|Riccardo Porreca|1|1|3|4|7|0|0|0
rTRNG|Roland Schmid|2|NA|1|4|7|0|0|0
rTRNG|Mirai Solutions GmbH|3|NA|1|4|7|0|0|1
rTRNG|Heiko Bauke|4|NA|2|4|7|0|0|1
sigminer|Shixiang Wang|1|1|3|7|10|0|0|0
sigminer|Ziyu Tao|2|NA|1|7|10|0|0|0
sigminer|Huimin Li|3|NA|1|7|10|0|0|0
sigminer|Tao Wu|4|NA|1|7|10|0|0|0
sigminer|Xue-Song Liu|5|NA|2|7|10|0|0|0
sigminer|Geoffrey Macintyre|6|NA|1|7|10|0|0|0
sigminer|Anand Mayakonda|7|NA|1|7|10|0|0|0
SpatPCA|Wen-Ting Wang|1|1|3|2|4|0|0|0
SpatPCA|Hsin-Cheng Huang|2|NA|1|2|4|0|0|0
TreeDist|Martin R. Smith|1|1|5|4|11|0|0|1
TreeDist|Roy Jonker|2|NA|2|4|11|0|0|1
TreeDist|Yong Yang|3|NA|2|4|11|0|0|1
TreeDist|Yi Cao|4|NA|2|4|11|0|0|1
walker|Jouni Helske|1|1|3|1|3|0|0|0
coronavirus|Rami Krispin|1|1|3|2|4|0|0|0
coronavirus|Jarrett Byrnes|2|NA|1|2|4|0|0|0
crayon|Gábor Csárdi|1|1|3|2|4|0|0|0
crayon|Brodie Gaslam|2|NA|1|2|4|0|0|0
electionsBR|Denisson Silva|1|1|3|3|5|0|0|0
electionsBR|Fernando Meireles|2|NA|1|3|5|0|0|0
electionsBR|Beatriz Costa|3|NA|1|3|5|0|0|0
equatiomatic|Daniel Anderson|1|1|3|8|10|0|0|0
equatiomatic|Andrew Heiss|2|NA|1|8|10|0|0|0
equatiomatic|Jay Sumners|3|NA|1|8|10|0|0|0
equatiomatic|Joshua Rosenberg|4|NA|1|8|10|0|0|0
equatiomatic|Jonathan Sidi|5|NA|1|8|10|0|0|0
equatiomatic|Ellis Hughes|6|NA|1|8|10|0|0|0
equatiomatic|Thomas Fung|7|NA|1|8|10|0|0|0
equatiomatic|Reza Norouzian|8|NA|1|8|10|0|0|0
ggfittext|David Wilkins|1|1|3|1|3|0|0|0
googleCloudRunner|Mark Edmondson|1|1|3|2|4|0|0|0
googleCloudRunner|Sunholo Ltd|2|NA|1|2|4|0|0|1
iCellR|Alireza Khodadadi-Jamayran|1|1|3|8|17|0|0|0
iCellR|Joseph Pucella|2|NA|2|8|17|0|0|0
iCellR|Hua Zhou|3|NA|2|8|17|0|0|0
iCellR|Nicole Doudican|4|NA|2|8|17|0|0|0
iCellR|John Carucci|5|NA|2|8|17|0|0|0
iCellR|Adriana Heguy|6|NA|2|8|17|0|0|0
iCellR|Boris Reizis|7|NA|2|8|17|0|0|0
iCellR|Aristotelis Tsirigos|8|NA|2|8|17|0|0|0
mathjaxr|Wolfgang Viechtbauer|1|1|3|1|3|0|0|0
rMIDAS|Thomas Robinson|1|1|4|3|8|0|0|1
rMIDAS|Ranjit Lall|2|NA|2|3|8|0|0|1
rMIDAS|Alex Stenlake|3|NA|2|3|8|0|0|1
Seurat|Andrew Butler|1|NA|1|17|19|0|0|0
Seurat|Saket Choudhary|2|NA|1|17|19|0|0|0
Seurat|Charlotte Darby|3|NA|1|17|19|0|0|0
Seurat|Jeff Farrell|4|NA|1|17|19|0|0|0
Seurat|Christoph Hafemeister|5|NA|1|17|19|0|0|0
Seurat|Yuhan Hao|6|NA|1|17|19|0|0|0
